scaling_factor,ppl
-1.0,24131.431640625
-0.9,18049.267578125
-0.8,10649.9716796875
-0.7000000000000001,5882.88720703125
-0.6000000000000001,2394.33740234375
-0.5000000000000001,584.63427734375
-0.40000000000000013,173.36666870117188
-0.30000000000000016,60.785064697265625
-0.20000000000000018,30.12748146057129
-0.1000000000000002,25.803237915039062
-2.220446049250313e-16,25.170398712158203
0.09999999999999964,25.570390701293945
0.19999999999999973,27.208436965942383
0.2999999999999998,30.889751434326172
0.3999999999999997,39.696876525878906
0.49999999999999956,63.306941986083984
0.5999999999999996,127.22944641113281
0.6999999999999997,298.7070617675781
0.7999999999999996,800.7075805664062
0.8999999999999995,2385.46923828125
0.9999999999999996,5304.8759765625
