scaling_factor,ppl
-1.0,71112.75
-0.9,49701.1171875
-0.8,27560.115234375
-0.7000000000000001,15590.4697265625
-0.6000000000000001,8040.1015625
-0.5000000000000001,2422.96435546875
-0.40000000000000013,369.022705078125
-0.30000000000000016,89.99691772460938
-0.20000000000000018,33.744590759277344
-0.1000000000000002,26.041969299316406
-2.220446049250313e-16,25.170398712158203
0.09999999999999964,25.7381534576416
0.19999999999999973,28.523466110229492
0.2999999999999998,35.70051956176758
0.3999999999999997,53.15010070800781
0.49999999999999956,92.93602752685547
0.5999999999999996,181.27774047851562
0.6999999999999997,367.4776611328125
0.7999999999999996,708.724609375
0.8999999999999995,1305.2806396484375
0.9999999999999996,2174.586181640625
