pretrained,finetuned,task_vector
0.018466124,0.9975089,0.028589532
0.0071326485,0.99085087,0.099586904
0.01022393,0.0009869034,0.040285252
0.20140475,0.00088587875,0.0017710387
0.0033127593,0.9944834,0.76092404
0.0068848566,0.016173013,0.17439653
0.8655886,0.089842066,0.3629146
0.0035033152,0.9951761,0.07342785
0.0009789529,0.9982033,0.004619553
0.24692369,0.9970387,0.00061798265
